"Index_Sinistre","Annee","Age_assure","Ind_fumeur","Nbre_enfants","Exp_cond","km_annuel","Ind_util_travail","Ind_util_affaires","Score_credit","Age_police","Ind_occas","Ind_vehicule_sport","Valeur_vehicule","Age_vehicule","Ind_vehicule_loue","Nbre_infract","Temps_sn_sin","Nbre_sinistres","Montant_paye","Sexe_assureF","Sexe_assureH","Sexe_assureM","Emploi_assureASS","Emploi_assureAUT","Emploi_assureETU","Emploi_assureGOU","Emploi_assureMAN","Emploi_assureMED","Emploi_assurePRO","Emploi_assureRTR","Emploi_assureSNS","Statut_maritalA","Statut_maritalD","Statut_maritalF","Statut_maritalM","RegionES","RegionGA","RegionMA","RegionML","RegionOU","RegionQC","RegionSA","Couleur_vehiculeA","Couleur_vehiculeB","Couleur_vehiculeG","Couleur_vehiculeN","Couleur_vehiculeR"
5318,2009,22,0,0,1,8800,0,0,458,0,1,0,14000,8,0,0,6,1,2320,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5319,2009,91,1,1,75,23400,0,0,627,56,1,0,25000,10,0,0,6,1,1117,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5320,2009,29,0,0,13,7600,0,0,635,9,0,0,18000,4,1,0,6,1,2261,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5321,2009,51,1,0,35,38500,1,1,584,21,0,0,16000,2,0,0,6,1,2253,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5322,2009,45,0,0,29,39700,1,0,950,29,0,1,67000,2,0,0,6,1,5609,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5323,2009,18,0,0,2,9700,1,0,806,1,0,0,19000,11,0,0,6,1,2179,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5324,2009,33,1,0,16,3900,1,1,973,9,1,0,24000,1,0,0,1,1,2887,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5325,2009,54,0,3,38,39800,0,1,653,20,1,0,28000,2,0,0,6,1,4134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5326,2009,25,0,2,5,30300,1,0,652,4,0,1,42000,1,1,0,3,1,9805,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5327,2009,48,1,2,32,23700,0,0,694,14,1,0,19000,2,0,0,6,1,2489,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5328,2009,43,0,1,27,7900,0,0,876,16,1,0,23000,5,1,0,6,1,1589,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5329,2009,53,1,1,37,18000,1,0,633,20,0,0,18000,7,0,0,6,1,1869,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5330,2009,29,1,1,13,16100,0,0,768,11,0,0,14000,6,0,0,6,1,1197,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5331,2009,77,0,1,61,13900,0,0,524,48,1,0,10000,3,0,0,6,1,1229,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5332,2009,31,1,2,15,20500,1,0,590,9,0,0,12000,1,0,0,6,1,1228,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5333,2009,50,0,2,34,25500,1,0,761,18,1,0,19000,2,0,0,6,1,1220,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5334,2009,33,0,1,16,32700,1,0,718,12,1,0,16000,1,0,2,3,1,2717,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5335,2009,65,0,0,49,41400,0,0,590,44,1,0,19000,4,0,0,6,1,1770,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
5336,2009,34,1,0,13,4900,0,0,992,8,1,0,30000,1,0,0,6,1,1413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5337,2009,19,0,1,3,25800,0,0,672,2,1,0,36000,5,0,0,6,1,5663,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5338,2009,53,1,2,37,22200,0,0,508,20,1,0,15000,9,0,0,6,1,1554,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5339,2009,88,1,4,72,16900,0,0,613,50,1,0,20000,2,0,0,6,1,1613,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5340,2009,63,0,1,47,17600,0,0,706,30,1,0,27000,1,1,0,6,1,2252,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5341,2009,59,1,1,43,24400,0,0,531,25,1,1,42000,1,1,0,6,1,8136,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5342,2009,34,0,2,18,42600,0,0,540,11,0,0,39000,0,0,0,6,1,4735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5343,2009,64,1,0,48,37500,0,0,854,33,1,0,33000,5,0,0,6,1,1655,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5344,2009,18,0,1,2,29500,1,0,700,1,0,0,40000,8,0,0,6,1,3808,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5345,2009,26,0,0,10,40600,1,0,538,8,0,0,29000,7,0,0,6,1,4640,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5346,2009,64,0,1,48,15000,0,0,534,33,0,0,27000,4,1,0,4,1,3201,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5347,2009,42,0,2,21,42400,1,1,676,16,0,0,38000,1,0,0,6,1,10998,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5348,2009,33,0,3,17,32100,0,0,558,17,1,0,39000,2,0,0,6,1,5224,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5349,2009,42,1,0,21,32100,1,0,582,15,1,0,25000,6,0,0,6,1,1528,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5350,2009,74,0,1,58,25900,0,0,688,34,1,0,29000,7,0,0,3,1,1805,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5351,2009,30,0,1,14,12300,0,1,679,10,1,0,16000,8,0,0,6,1,1998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5352,2009,16,1,0,0,11600,1,0,704,0,0,0,36000,0,1,0,6,1,5901,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5353,2009,17,1,0,1,1400,0,0,626,0,1,0,25000,1,1,0,6,1,3695,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5354,2009,57,0,0,41,42600,0,0,644,34,1,0,22000,4,0,1,6,1,1567,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5355,2009,86,1,3,70,61300,0,0,668,45,1,1,53000,1,1,1,6,1,5970,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5356,2009,27,1,1,11,20500,0,0,458,8,1,0,16000,9,0,0,6,1,1818,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5357,2009,25,0,2,3,32800,1,0,616,2,0,1,72000,2,1,0,6,1,14414,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5358,2009,33,0,1,17,31900,1,0,650,11,0,0,12000,2,1,0,6,1,1538,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5359,2009,43,1,0,27,21000,1,0,701,17,0,0,14000,3,0,0,6,1,1670,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5360,2009,19,0,1,0,32900,1,0,771,0,0,0,28000,12,0,0,6,1,2454,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5361,2009,25,0,1,9,6500,1,0,833,7,1,0,33000,6,0,0,6,1,3830,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5362,2009,80,1,1,64,41000,0,0,588,38,0,0,36000,3,0,0,5,1,2555,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
5363,2009,41,0,0,25,11000,1,0,615,21,0,0,30000,1,1,0,2,1,2337,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5364,2009,90,1,0,74,5400,0,0,708,70,1,0,11000,4,1,2,6,1,1599,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
5365,2009,33,0,1,17,19500,0,0,412,12,1,0,34000,0,1,0,6,1,6919,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5366,2009,51,1,0,34,26600,1,1,763,18,1,0,39000,4,1,0,6,1,7212,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5367,2009,25,0,1,9,19300,1,0,676,6,1,0,23000,0,1,0,6,1,4013,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5368,2009,59,1,0,43,24400,1,0,653,30,1,0,27000,4,0,0,6,1,1782,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5369,2009,17,0,0,1,26400,0,0,862,0,0,0,26000,1,1,0,6,1,3315,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5370,2009,17,0,1,1,28700,1,0,743,0,0,0,36000,10,0,0,4,1,4735,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5371,2009,22,0,0,6,33800,1,0,623,4,0,0,29000,12,0,0,6,1,3316,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5372,2009,31,0,1,15,22800,1,1,714,9,1,0,21000,0,0,0,6,1,6068,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5373,2009,34,0,1,13,22400,1,1,568,6,1,0,36000,2,0,0,6,1,6669,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5374,2009,27,0,0,11,23200,1,0,482,4,1,0,33000,4,1,0,6,1,6909,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5375,2009,38,0,1,16,47700,1,0,475,15,1,0,25000,4,0,0,6,1,3257,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5376,2009,32,1,0,15,25000,0,0,776,10,1,0,25000,4,0,0,6,1,2794,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5377,2009,38,0,2,22,9100,1,0,554,11,0,0,25000,2,1,0,2,1,3480,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5378,2009,37,1,1,21,19600,0,0,570,15,1,0,31000,1,0,0,6,1,5235,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5379,2009,41,0,1,25,7000,1,0,770,10,0,0,32000,6,0,0,6,1,2211,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5380,2009,70,0,0,53,21000,0,0,752,47,0,0,21000,8,0,1,6,1,1084,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
5381,2009,37,1,1,21,10600,0,0,545,13,1,0,25000,7,0,0,6,1,2036,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5382,2009,20,0,0,4,10600,0,0,536,3,0,0,26000,9,0,0,1,1,3665,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5383,2009,35,0,1,19,25200,1,0,608,11,1,0,38000,2,1,0,6,1,5197,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5384,2009,38,1,1,22,24400,0,0,784,17,1,0,24000,9,0,0,6,1,2044,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5385,2009,49,0,1,33,21600,1,0,486,18,1,0,27000,4,0,1,6,1,3890,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5386,2009,28,0,2,12,23300,0,0,547,9,1,0,16000,7,0,0,6,1,2488,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5387,2009,60,1,1,44,7100,1,0,815,33,1,0,26000,6,0,0,6,1,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5388,2009,64,1,1,48,52000,0,0,697,33,0,0,31000,3,0,0,6,1,2687,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5389,2009,51,0,2,35,41100,0,0,592,19,1,1,53000,0,1,0,6,1,5710,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5390,2009,43,0,1,27,21200,1,0,740,18,1,0,13000,7,0,0,6,1,876,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5391,2009,21,0,1,5,31600,0,1,722,3,1,0,30000,8,0,0,6,1,6489,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5392,2009,57,1,1,41,14100,1,1,636,28,0,0,21000,4,1,0,6,1,4714,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5393,2009,49,0,0,33,29700,0,0,597,14,1,1,52000,0,1,0,6,1,9123,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5394,2009,54,1,1,38,36300,1,0,598,38,1,1,49000,1,0,0,0,1,5946,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5395,2009,44,0,1,23,28900,0,1,640,18,1,0,22000,2,1,0,6,1,4337,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5396,2009,30,0,1,14,34300,1,0,741,10,1,0,50000,1,1,0,6,1,6121,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5397,2009,43,1,1,27,51500,1,0,565,21,0,0,41000,7,0,0,4,1,2533,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5398,2009,39,1,1,23,39800,1,0,529,17,1,0,16000,5,1,0,6,1,1376,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5399,2009,32,0,1,11,21000,1,1,646,8,1,0,32000,7,0,0,6,1,5642,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5400,2009,59,0,0,43,30600,1,0,494,27,1,0,20000,1,0,0,4,1,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5401,2009,71,1,1,55,17600,0,0,645,33,1,0,22000,6,0,0,6,1,1419,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5402,2009,76,0,2,60,21800,0,0,689,33,1,0,15000,4,1,0,6,1,1396,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
5403,2009,59,1,0,42,22600,0,0,514,27,0,1,62000,5,1,0,6,1,6662,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5404,2009,42,0,2,26,47500,1,0,601,16,0,0,36000,0,0,0,6,1,2548,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5405,2009,39,0,1,23,5100,1,0,419,14,0,0,24000,1,1,0,6,1,3893,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5406,2009,44,1,1,27,6900,1,1,640,18,1,0,22000,2,1,0,6,1,6529,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5407,2009,18,0,0,1,31900,1,0,674,0,0,0,18000,10,0,0,1,1,2358,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5408,2009,22,0,0,6,8200,1,0,632,4,0,0,36000,9,0,0,6,1,3780,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5409,2009,26,0,0,10,29100,1,0,854,8,1,1,55000,1,0,0,6,1,5019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5410,2009,23,0,1,7,24000,0,0,679,4,0,0,43000,10,0,0,6,1,4887,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5411,2009,31,0,1,15,26200,1,1,523,10,0,0,31000,5,0,0,6,1,5482,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5412,2009,67,0,1,51,41300,0,0,472,20,1,0,27000,0,0,0,6,1,2772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5413,2009,22,0,0,6,34600,1,0,871,3,1,0,25000,12,0,0,6,1,1948,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5414,2009,35,1,0,19,27000,0,0,676,8,0,0,19000,9,0,0,6,1,1852,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5415,2009,17,0,0,0,9200,1,0,629,0,1,0,16000,9,0,0,3,1,1469,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5416,2009,32,0,1,16,8100,1,1,715,8,0,0,27000,1,0,0,2,1,4137,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5417,2009,31,0,0,9,10500,1,0,632,5,1,0,28000,8,0,0,6,1,1696,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5418,2009,63,0,1,46,1300,0,0,631,13,1,1,53000,2,1,1,6,1,7798,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5419,2009,17,1,1,1,8600,0,0,728,0,0,0,33000,10,0,0,4,1,3807,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5420,2009,63,0,1,47,50300,0,0,725,23,1,0,40000,1,0,0,6,1,2752,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5421,2009,23,0,0,2,29300,1,0,685,1,1,0,34000,8,0,0,6,1,3582,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5422,2009,84,0,0,68,21600,0,0,612,54,1,1,56000,3,1,0,6,1,7732,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5423,2009,21,1,0,5,12200,1,0,745,3,0,1,58000,2,0,0,6,1,7635,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5424,2009,88,0,1,72,39200,0,0,622,25,1,0,13000,3,0,0,6,1,934,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5425,2009,20,0,0,4,35200,0,0,564,2,1,0,14000,3,1,0,6,1,3170,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5426,2009,45,1,1,29,10700,1,0,745,27,0,0,41000,4,1,0,6,1,4432,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5427,2009,31,1,1,15,60800,1,0,819,11,0,0,25000,2,0,0,6,1,2793,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5428,2009,65,0,4,49,17600,0,0,772,39,1,0,15000,6,0,0,6,1,919,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
5429,2009,36,1,2,15,23600,1,0,634,11,0,0,32000,7,0,0,0,1,3962,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5430,2009,52,0,0,36,20500,0,0,653,25,1,0,22000,8,0,0,6,1,1860,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5431,2009,27,1,2,11,17700,0,0,763,6,0,0,17000,2,0,0,6,1,1587,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5432,2009,43,1,1,27,12100,1,1,598,9,1,0,21000,2,0,0,6,1,5067,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5433,2009,16,0,1,0,25800,0,0,685,0,1,0,43000,10,0,0,6,1,5270,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5434,2009,79,1,2,62,8800,0,0,534,52,1,1,56000,2,0,0,2,1,6454,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5435,2009,49,0,0,33,50600,1,0,76,23,1,0,24000,2,1,1,0,1,5854,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5436,2009,17,1,0,0,9700,0,0,681,0,0,1,33000,2,1,0,0,1,7059,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5437,2009,23,0,0,6,8000,1,0,590,3,0,0,29000,12,0,0,2,1,3794,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5438,2009,51,0,0,34,15700,0,0,772,22,0,0,17000,5,0,1,6,1,1028,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5439,2009,36,0,1,17,29200,0,1,827,8,0,0,14000,3,1,0,6,1,2087,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5440,2009,64,0,1,48,46300,1,1,800,48,0,1,53000,0,1,0,1,1,7993,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5441,2009,28,0,1,11,23900,1,0,586,5,1,0,20000,2,0,0,6,1,2428,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5442,2009,29,0,2,13,25100,0,1,764,9,0,0,25000,0,0,0,6,1,5395,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5443,2009,46,1,1,30,28200,1,0,663,18,1,1,52000,2,1,0,6,1,6400,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5444,2009,23,0,0,0,29400,0,0,632,0,0,0,35000,10,0,0,6,1,4442,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5445,2009,25,1,0,6,14800,1,0,701,3,1,0,33000,4,1,0,6,1,4286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5446,2009,82,1,2,66,23100,0,0,530,46,1,1,51000,0,1,1,6,1,8021,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5447,2009,17,0,0,1,32300,1,0,549,0,1,0,10000,6,0,0,6,1,3095,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5448,2009,32,0,1,16,9900,1,0,803,10,1,0,23000,4,1,0,6,1,3351,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5449,2009,29,0,1,13,60000,1,0,754,9,0,1,55000,1,1,0,6,1,9203,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5450,2009,46,0,0,26,8500,1,0,640,20,1,1,55000,1,1,0,6,1,4861,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5451,2009,43,0,0,27,25800,0,1,873,17,1,0,30000,2,0,0,6,1,4576,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
