Index_Sinistre;Annee;Age_assure;Sexe_assure;Ind_fumeur;Emploi_assure;Statut_marital;Nbre_enfants;Exp_cond;km_annuel;Ind_util_travail;Ind_util_affaires;Score_credit;Region;Age_police;Ind_occas;Ind_vehicule_sport;Valeur_vehicule;Age_vehicule;Couleur_vehicule;Ind_vehicule_loue;Nbre_infract;Temps_sn_sin;Nbre_sinistres;Montant_paye
4867;2008;32;F;Oui;MED;D;2;14;9700;Oui;Non;517;GA;11;Oui;Non;34000;2;R;Oui;0;6;1;8307
4868;2008;47;F;Oui;PRO;A;1;31;18500;Oui;Non;722;GA;23;Non;Oui;38000;0;N;Oui;0;6;1;7267
4869;2008;86;F;Non;RTR;F;0;70;7500;Non;Non;659;SA;56;Oui;Oui;56000;3;G;Oui;0;6;1;5235
4870;2008;20;H;Non;ETU;A;1;4;32100;Oui;Non;586;GA;3;Non;Oui;49000;0;R;Non;0;6;1;9484
4871;2008;39;F;Non;MAN;M;0;22;30100;Oui;Non;526;ML;12;Oui;Non;36000;0;R;Non;0;6;1;4023
4872;2008;32;F;Oui;PRO;A;1;11;9000;Oui;Non;608;MA;6;Non;Non;25000;1;R;Non;0;6;1;3600
4873;2008;67;H;Non;RTR;D;1;51;22200;Non;Non;568;ES;28;Non;Oui;44000;0;R;Oui;0;6;1;6359
4874;2008;41;H;Oui;PRO;F;2;25;47000;Oui;Oui;738;ML;16;Oui;Non;23000;3;A;Oui;0;5;1;3715
4875;2008;75;H;Non;RTR;D;1;53;31500;Non;Non;564;ML;39;Non;Oui;45000;2;R;Non;0;6;1;3512
4876;2008;29;H;Non;MAN;M;1;13;46700;Oui;Non;875;ES;10;Oui;Oui;53000;0;G;Oui;1;6;1;5555
4877;2008;26;H;Oui;AUT;F;1;10;12100;Oui;Oui;625;QC;6;Oui;Non;15000;4;R;Oui;0;6;1;4329
4878;2008;19;H;Non;SNS;A;0;0;2900;Non;Non;638;ML;0;Non;Non;29000;11;R;Non;0;1;1;2434
4879;2008;18;F;Non;ETU;F;0;2;27100;Oui;Non;600;GA;1;Oui;Non;39000;7;R;Non;0;0;1;5236
4880;2008;22;F;Non;ETU;A;0;6;26600;Oui;Non;708;GA;3;Non;Non;18000;11;R;Non;0;6;1;1849
4881;2008;17;F;Non;AUT;A;1;1;18300;Oui;Oui;573;ES;0;Non;Non;40000;2;R;Oui;0;6;1;13358
4882;2008;16;F;Non;ETU;A;0;0;12100;Oui;Non;556;QC;0;Non;Non;38000;12;R;Non;0;2;1;6334
4883;2008;35;H;Non;GOU;F;1;17;30000;Non;Non;735;ML;8;Non;Non;36000;11;R;Non;0;6;1;1519
4884;2008;73;H;Non;AUT;F;1;53;28700;Oui;Non;719;GA;50;Non;Non;39000;5;R;Non;0;6;1;3164
4885;2008;16;F;Non;ETU;F;0;0;8700;Oui;Non;641;ML;0;Oui;Non;19000;11;R;Non;0;4;1;1921
4886;2008;20;F;Non;AUT;M;0;4;28400;Oui;Non;626;MA;1;Oui;Non;13000;1;N;Oui;1;6;1;3079
4887;2008;90;H;Non;RTR;A;1;74;4500;Non;Non;779;ML;66;Non;Oui;70000;1;B;Oui;0;6;1;2985
4888;2008;23;F;Non;ETU;A;0;7;29000;Oui;Non;638;ML;5;Non;Non;39000;11;G;Non;0;6;1;3065
4889;2008;68;F;Non;RTR;M;1;46;49700;Non;Non;688;MA;23;Oui;Non;37000;1;R;Oui;0;6;1;4098
4890;2008;83;F;Non;RTR;F;1;67;20100;Non;Non;589;ES;36;Non;Non;19000;4;B;Non;0;6;1;1147
4891;2008;16;F;Non;ETU;F;0;0;9600;Oui;Non;720;GA;0;Oui;Non;33000;2;R;Oui;0;6;1;5660
4892;2008;23;F;Oui;SNS;M;0;7;11300;Non;Non;513;ML;4;Oui;Non;30000;5;B;Non;0;6;1;3164
4893;2008;42;H;Non;GOU;M;1;26;15200;Oui;Non;676;GA;19;Oui;Non;31000;3;A;Oui;0;6;1;2790
4894;2008;21;F;Oui;ETU;F;0;5;26800;Oui;Non;779;GA;2;Oui;Non;21000;10;R;Non;1;5;1;2329
4895;2008;45;F;Non;PRO;F;1;29;22600;Non;Oui;911;ES;18;Oui;Non;37000;6;G;Non;0;6;1;3940
4896;2008;28;F;Oui;ASS;A;1;12;32600;Oui;Oui;696;ES;11;Non;Non;20000;0;B;Oui;0;6;1;5732
4897;2008;34;F;Oui;PRO;A;1;18;14700;Oui;Non;279;SA;14;Non;Non;24000;2;A;Oui;0;6;1;6591
4898;2008;33;H;Oui;PRO;F;3;17;14000;Oui;Oui;739;ML;7;Oui;Non;18000;2;B;Oui;1;0;1;2982
4899;2008;41;H;Non;AUT;M;0;25;36900;Non;Non;726;GA;18;Oui;Non;10000;8;R;Non;0;0;1;902
4900;2008;18;F;Non;ETU;A;0;1;11300;Non;Non;763;MA;0;Non;Non;28000;9;R;Non;0;6;1;2645
4901;2008;43;F;Non;MED;D;1;27;34400;Oui;Non;612;ML;17;Oui;Non;17000;1;G;Oui;0;3;1;2182
4902;2008;37;H;Non;PRO;F;1;16;26200;Oui;Non;687;SA;11;Oui;Non;34000;5;R;Non;0;6;1;3146
4903;2008;41;H;Oui;MAN;F;0;25;43100;Oui;Non;499;ES;20;Oui;Non;24000;1;N;Non;0;6;1;2681
4904;2008;33;F;Oui;MAN;M;0;17;20400;Oui;Non;527;SA;12;Non;Oui;56000;0;R;Oui;0;6;1;11984
4905;2008;50;F;Non;RTR;M;0;34;25700;Non;Non;622;GA;22;Oui;Non;42000;2;B;Oui;0;6;1;6271
4906;2008;34;H;Non;ASS;F;2;18;17800;Oui;Oui;587;SA;9;Oui;Non;38000;9;N;Non;0;6;1;7238
4907;2008;30;H;Non;ETU;M;1;14;9500;Non;Non;784;ES;8;Non;Non;28000;12;R;Non;0;3;1;1437
4908;2008;37;F;Oui;ETU;A;0;21;12800;Non;Non;529;ES;16;Non;Non;28000;8;R;Non;0;6;1;2828
4909;2008;42;F;Non;PRO;M;1;25;5100;Non;Non;735;GA;22;Non;Non;17000;10;A;Non;0;6;1;1119
4910;2008;47;F;Oui;SNS;F;1;27;31200;Non;Non;552;OU;21;Oui;Non;17000;11;G;Non;0;6;1;2162
4911;2008;17;F;Non;SNS;M;0;1;33500;Non;Non;728;MA;0;Oui;Non;33000;12;R;Non;0;6;1;3681
4912;2008;46;F;Oui;ASS;F;2;29;32100;Oui;Non;670;SA;15;Oui;Non;12000;5;G;Non;0;1;1;1855
4913;2008;88;F;Oui;RTR;F;1;72;13400;Non;Non;830;ES;54;Oui;Non;22000;3;G;Oui;0;6;1;1674
4914;2008;17;F;Non;ETU;A;0;0;10200;Oui;Non;596;SA;0;Non;Non;44000;8;R;Non;0;2;1;5431
4915;2008;39;H;Oui;GOU;A;1;23;29800;Non;Non;794;OU;18;Non;Non;45000;2;R;Non;0;6;1;3242
4916;2008;38;F;Oui;GOU;D;1;21;4100;Oui;Non;169;ES;12;Non;Non;33000;2;R;Oui;0;6;1;8271
4917;2008;28;H;Non;PRO;F;1;7;5500;Non;Oui;619;GA;3;Oui;Non;23000;3;R;Oui;0;6;1;5500
4918;2008;31;H;Oui;ASS;A;1;9;35300;Oui;Non;873;SA;4;Non;Non;15000;3;G;Oui;0;5;1;1035
4919;2008;33;H;Oui;ASS;M;1;12;36100;Oui;Non;673;ES;7;Oui;Non;33000;2;N;Non;0;6;1;2450
4920;2008;41;F;Oui;MED;M;0;25;16200;Non;Non;515;SA;13;Oui;Non;19000;2;A;Non;0;6;1;2339
4921;2008;19;F;Non;ETU;M;0;3;30800;Oui;Non;586;MA;1;Oui;Oui;51000;4;B;Oui;0;2;1;11848
4922;2008;23;H;Oui;ETU;A;0;7;10000;Oui;Non;686;ML;4;Non;Non;18000;11;B;Non;0;6;1;1329
4923;2008;88;H;Oui;RTR;F;2;72;39600;Non;Non;781;OU;43;Oui;Non;20000;2;G;Non;0;6;1;1485
4924;2008;34;H;Non;ETU;F;1;17;26800;Oui;Non;650;GA;11;Non;Non;22000;12;N;Non;0;6;1;1484
4925;2008;61;H;Non;RTR;F;2;44;28100;Non;Non;516;ES;30;Oui;Non;26000;1;N;Oui;0;6;1;3632
4926;2008;29;H;Non;MAN;F;1;13;33400;Oui;Non;651;ML;9;Oui;Oui;49000;0;B;Non;0;6;1;5764
4927;2008;73;H;Non;RTR;D;1;57;23800;Non;Non;738;QC;28;Oui;Oui;55000;2;G;Oui;0;6;1;5601
4928;2008;55;F;Non;RTR;F;0;39;22300;Non;Non;672;QC;19;Oui;Non;12000;6;B;Non;0;0;1;1144
4929;2008;57;F;Non;MED;A;2;40;34600;Oui;Non;663;GA;40;Oui;Oui;46000;0;N;Non;0;6;1;6230
4930;2008;24;F;Non;ETU;A;0;7;31300;Oui;Non;928;GA;3;Non;Non;30000;1;N;Oui;0;6;1;3504
4931;2008;70;H;Oui;RTR;M;1;47;19600;Non;Non;642;QC;32;Oui;Non;32000;3;R;Non;0;6;1;2584
4932;2008;75;F;Non;RTR;M;3;58;2800;Non;Non;653;ES;40;Oui;Non;39000;2;A;Oui;0;6;1;3702
4933;2008;45;H;Non;ASS;A;1;29;15000;Oui;Oui;643;GA;27;Non;Non;20000;2;G;Oui;0;3;1;3993
4934;2008;39;F;Oui;PRO;F;1;21;50800;Oui;Oui;598;SA;8;Non;Non;26000;6;G;Non;0;6;1;5996
4935;2008;47;F;Oui;MAN;A;2;24;21500;Non;Non;877;MA;9;Non;Oui;40000;0;G;Non;0;6;1;4915
4936;2008;41;H;Non;ASS;M;0;25;24600;Oui;Non;578;ML;18;Oui;Non;36000;2;B;Non;0;6;1;2007
4937;2008;66;F;Non;RTR;F;0;50;12900;Non;Non;754;MA;30;Oui;Non;37000;2;A;Oui;0;6;1;3233
4938;2008;39;F;Oui;AUT;F;0;23;20300;Oui;Non;533;ML;14;Oui;Non;25000;5;R;Non;0;6;1;2771
4939;2008;56;F;Oui;AUT;M;1;40;51300;Non;Non;645;MA;28;Oui;Non;20000;2;R;Oui;0;6;1;2843
4940;2008;16;F;Oui;ETU;F;0;0;9300;Oui;Non;686;MA;0;Non;Non;47000;8;B;Non;0;2;1;5778
4941;2008;26;F;Oui;MED;F;2;8;2300;Non;Non;540;GA;5;Oui;Non;19000;6;B;Non;0;6;1;2724
4942;2008;19;F;Non;ETU;F;0;3;10000;Oui;Non;721;SA;1;Oui;Non;27000;4;G;Oui;0;6;1;4478
4943;2008;29;H;Non;MAN;F;1;13;5600;Oui;Non;677;ML;8;Oui;Oui;53000;1;A;Non;0;6;1;5513
4944;2008;32;H;Non;MED;A;0;16;51300;Non;Non;593;ES;8;Non;Non;21000;1;B;Non;0;6;1;1590
4945;2008;33;H;Oui;ETU;F;1;17;32700;Oui;Non;999;ES;11;Oui;Non;32000;12;B;Non;0;6;1;1386
4946;2008;46;F;Non;ETU;F;0;30;25000;Non;Non;694;ES;13;Oui;Non;24000;10;A;Non;0;6;1;1883
4947;2008;76;F;Oui;RTR;M;1;60;42900;Non;Non;700;GA;57;Oui;Non;17000;1;R;Non;0;6;1;1451
4948;2008;61;H;Non;RTR;F;0;45;31700;Non;Non;710;ML;29;Oui;Non;39000;5;N;Non;1;4;1;1856
4949;2008;70;H;Non;RTR;F;2;54;34400;Non;Non;754;GA;24;Non;Non;38000;1;N;Non;0;6;1;2344
4950;2008;51;F;Non;MED;F;2;35;29700;Oui;Non;855;ML;26;Non;Non;39000;7;G;Non;0;6;1;2391
4951;2008;25;F;Non;GOU;M;2;9;51200;Non;Non;666;ML;7;Oui;Oui;47000;0;R;Non;0;6;1;6094
4952;2008;23;F;Non;ETU;F;0;7;10700;Oui;Non;669;GA;5;Oui;Non;33000;3;R;Non;0;6;1;4226
4953;2008;75;H;Non;RTR;F;1;59;10900;Non;Non;934;MA;32;Non;Non;10000;4;G;Non;1;6;1;779
4954;2008;30;F;Non;SNS;F;1;14;43400;Non;Non;595;GA;9;Non;Non;16000;12;R;Non;0;6;1;2042
4955;2008;28;H;Non;ASS;M;1;12;17700;Oui;Non;664;ML;7;Oui;Non;41000;2;R;Oui;0;6;1;3471
4956;2008;57;F;Non;RTR;F;1;40;29200;Non;Non;646;ES;34;Non;Non;10000;10;G;Non;0;6;1;1038
4957;2008;52;F;Oui;ASS;F;1;36;37400;Oui;Non;696;ES;27;Oui;Non;18000;3;B;Non;0;6;1;1867
4958;2008;61;F;Non;PRO;F;2;39;23400;Oui;Non;637;OU;29;Oui;Non;40000;2;B;Non;0;6;1;5596
4959;2008;83;F;Non;RTR;D;1;67;31900;Non;Non;738;OU;60;Oui;Oui;73000;1;N;Oui;0;6;1;4600
4960;2008;92;F;Oui;RTR;F;3;76;16400;Non;Non;373;ML;57;Non;Non;17000;3;G;Oui;0;6;1;1180
4961;2008;34;H;Non;AUT;M;0;18;10100;Oui;Oui;625;ES;16;Non;Non;39000;3;B;Oui;0;6;1;6740
4962;2008;22;F;Non;ETU;A;0;6;8700;Oui;Non;715;SA;3;Non;Non;16000;10;R;Non;0;6;1;1553
4963;2008;76;F;Non;RTR;M;1;60;32500;Non;Non;633;ML;33;Oui;Non;31000;7;B;Non;0;6;1;1728
4964;2008;30;H;Non;GOU;M;0;14;34200;Non;Non;390;ML;8;Oui;Non;37000;1;A;Non;0;6;1;2954
4965;2008;22;H;Oui;ETU;A;0;5;9300;Non;Non;707;GA;3;Non;Non;21000;12;A;Non;0;6;1;2066
4966;2008;19;F;Oui;ETU;A;0;2;10000;Oui;Non;744;SA;0;Non;Non;29000;12;R;Non;0;1;1;3054
4967;2008;46;H;Non;AUT;D;1;30;26400;Oui;Non;642;MA;22;Oui;Oui;60000;1;N;Oui;0;6;1;7311
4968;2008;50;F;Non;RTR;F;0;29;9800;Non;Non;705;GA;21;Oui;Non;26000;4;A;Oui;0;4;1;2781
4969;2008;72;F;Non;RTR;M;1;56;29300;Non;Non;556;MA;36;Oui;Non;26000;2;B;Non;0;6;1;2479
4970;2008;28;H;Non;GOU;F;3;12;39000;Oui;Non;610;ES;4;Oui;Non;37000;2;R;Non;0;0;1;3943
4971;2008;40;F;Oui;MAN;M;1;20;30400;Oui;Non;480;MA;19;Oui;Non;36000;9;A;Non;1;6;1;5297
4972;2008;19;F;Non;ETU;A;0;3;11500;Non;Non;549;QC;1;Non;Non;29000;11;B;Non;1;6;1;3740
4973;2008;20;H;Non;ETU;F;0;4;29700;Oui;Non;644;MA;2;Oui;Non;21000;10;G;Non;1;6;1;2749
4974;2008;20;F;Oui;ETU;F;0;4;32000;Non;Non;691;ES;2;Non;Non;14000;12;B;Non;0;6;1;1647
4975;2008;43;F;Oui;ASS;F;2;25;4300;Non;Oui;712;GA;16;Oui;Non;37000;2;B;Oui;0;6;1;11542
4976;2008;17;H;Non;ETU;A;0;0;33100;Oui;Non;852;GA;0;Non;Non;32000;12;N;Non;1;4;1;3729
4977;2008;17;F;Non;ETU;A;0;1;32200;Oui;Non;623;ML;0;Non;Non;10000;10;R;Non;0;2;1;1364
4978;2008;43;F;Oui;AUT;A;0;27;26100;Non;Non;670;GA;20;Non;Non;23000;2;A;Non;0;6;1;2322
4979;2008;32;H;Non;MED;F;2;15;40500;Non;Non;618;ML;8;Oui;Non;33000;2;N;Non;0;6;1;2126
4980;2008;61;H;Non;RTR;M;1;45;29300;Non;Non;749;ML;22;Oui;Non;24000;1;A;Oui;0;6;1;1435
4981;2008;34;F;Non;MAN;F;1;17;19300;Oui;Non;515;ES;16;Non;Non;25000;2;N;Non;0;0;1;3161
4982;2008;52;H;Non;MAN;A;1;28;16400;Oui;Non;623;QC;21;Non;Oui;67000;2;R;Oui;0;2;1;7331
4983;2008;25;F;Oui;AUT;A;1;5;26100;Non;Non;538;SA;2;Non;Non;16000;1;G;Oui;0;6;1;2567
4984;2008;39;F;Non;PRO;F;1;23;5300;Non;Non;591;ML;16;Oui;Non;23000;10;A;Non;0;0;1;1932
4985;2008;16;F;Non;ETU;A;0;0;27000;Non;Non;520;GA;0;Non;Non;10000;4;R;Oui;0;4;1;3149
4986;2008;19;H;Oui;ETU;A;0;0;34700;Oui;Non;537;ES;0;Non;Non;17000;9;N;Non;1;2;1;2379
4987;2008;16;F;Non;ETU;A;0;0;8000;Oui;Non;550;ML;0;Non;Non;19000;12;R;Non;0;3;1;1864
4988;2008;30;F;Non;MAN;F;1;8;36100;Non;Non;753;MA;6;Oui;Oui;50000;1;G;Non;0;6;1;7856
4989;2008;22;H;Oui;ETU;A;0;5;31900;Non;Non;607;SA;2;Non;Non;18000;12;B;Non;0;6;1;1482
4990;2008;38;H;Oui;MED;F;0;22;9300;Non;Non;776;SA;13;Oui;Non;20000;2;N;Oui;0;6;1;1684
4991;2008;49;F;Oui;GOU;F;1;28;7400;Oui;Non;846;GA;25;Oui;Non;31000;5;R;Oui;0;6;1;2827
4992;2008;22;F;Non;ETU;A;0;6;10100;Non;Non;720;MA;4;Non;Non;31000;11;R;Non;0;6;1;3104
4993;2008;33;H;Non;SNS;A;1;17;46100;Non;Non;697;GA;11;Non;Non;32000;12;G;Non;0;6;1;2339
4994;2009;17;H;Non;ETU;F;0;1;9500;Oui;Non;594;MA;0;Oui;Non;24000;12;R;Non;0;6;1;4380
4995;2009;59;F;Oui;RTR;M;0;41;43100;Non;Non;528;QC;22;Oui;Non;10000;5;B;Non;0;6;1;1161
4996;2009;71;F;Non;RTR;F;0;55;16500;Non;Non;592;OU;44;Oui;Non;27000;3;R;Non;0;6;1;2318
4997;2009;36;H;Non;ASS;M;4;17;46300;Oui;Non;712;SA;12;Oui;Non;24000;12;G;Non;0;5;1;1997
4998;2009;32;F;Oui;ASS;F;1;15;42900;Oui;Non;717;GA;10;Non;Non;31000;6;N;Non;0;6;1;2705
4999;2009;35;F;Non;ASS;F;1;17;11200;Oui;Non;682;ES;11;Oui;Non;41000;2;R;Oui;0;2;1;6235
5000;2009;24;H;Non;SNS;A;0;8;27200;Non;Non;821;SA;2;Non;Non;25000;10;B;Non;0;6;1;2419
5001;2009;25;F;Non;MAN;A;1;9;16600;Oui;Non;677;ES;7;Non;Non;35000;5;B;Oui;0;6;1;4626
5002;2009;29;H;Oui;AUT;A;1;13;14300;Oui;Non;612;QC;9;Non;Non;29000;6;R;Non;0;4;1;3042
5003;2009;20;H;Non;ETU;A;0;3;8400;Oui;Non;616;SA;2;Non;Non;10000;10;N;Non;0;6;1;1923
5004;2009;34;F;Oui;SNS;D;2;17;35700;Non;Non;623;OU;12;Oui;Non;24000;10;N;Non;0;6;1;2984
5005;2009;41;H;Oui;PRO;M;0;25;13500;Oui;Oui;392;ES;20;Oui;Non;29000;2;N;Oui;0;0;1;7083
5006;2009;28;F;Non;GOU;M;2;12;38800;Oui;Non;913;GA;7;Oui;Non;35000;0;R;Non;1;6;1;4062
5007;2009;91;H;Oui;RTR;F;1;74;32200;Non;Non;822;SA;48;Oui;Oui;44000;3;R;Non;0;6;1;4019
5008;2009;57;H;Oui;MAN;M;0;41;18500;Oui;Non;590;SA;32;Oui;Non;39000;0;R;Non;0;6;1;4424
5009;2009;16;F;Non;ETU;A;0;0;10800;Oui;Non;628;QC;0;Non;Non;27000;2;R;Oui;0;3;1;4563
5010;2009;24;F;Non;ETU;A;0;6;26800;Oui;Non;645;ML;3;Non;Non;37000;3;R;Oui;0;6;1;4560
5011;2009;72;F;Oui;RTR;M;0;56;45700;Non;Non;676;ES;42;Oui;Non;26000;3;B;Non;0;6;1;1729
5012;2009;42;F;Oui;AUT;D;0;26;37100;Oui;Oui;668;ES;15;Oui;Oui;37000;0;R;Non;1;6;1;11557
5013;2009;81;H;Non;RTR;F;0;64;14800;Non;Non;753;ES;35;Oui;Non;10000;2;A;Oui;0;6;1;1294
5014;2009;29;H;Non;MED;M;1;11;26700;Oui;Non;626;ES;6;Oui;Non;40000;2;N;Non;0;6;1;4235
5015;2009;26;H;Non;PRO;F;0;10;14800;Non;Oui;493;ML;7;Oui;Non;32000;3;R;Oui;0;6;1;9205
5016;2009;62;F;Oui;ASS;A;1;46;20300;Oui;Non;587;SA;43;Oui;Non;28000;0;A;Non;0;6;1;3076
5017;2009;46;H;Non;AUT;M;0;30;50600;Oui;Oui;647;QC;21;Oui;Non;44000;2;A;Oui;0;6;1;10178
5018;2009;40;H;Non;PRO;D;0;24;32400;Non;Non;677;ES;20;Oui;Non;15000;4;B;Oui;0;6;1;1280
5019;2009;74;F;Non;RTR;M;1;58;31700;Non;Non;678;SA;52;Non;Non;29000;1;R;Non;0;6;1;2260
5020;2009;54;H;Oui;MED;F;0;38;15300;Non;Non;688;ML;32;Non;Non;10000;3;R;Non;1;5;1;778
5021;2009;43;F;Non;PRO;F;1;27;19500;Oui;Non;754;GA;17;Oui;Non;26000;3;R;Oui;0;6;1;3016
5022;2009;20;H;Non;ETU;A;0;0;10300;Non;Non;770;GA;0;Non;Non;42000;9;R;Non;0;6;1;4087
5023;2009;46;F;Non;AUT;F;1;30;39200;Oui;Non;602;GA;18;Oui;Non;25000;4;B;Non;0;6;1;3627
5024;2009;40;H;Non;ETU;M;1;23;30100;Oui;Non;954;SA;19;Oui;Non;30000;6;N;Non;0;6;1;1617
5025;2009;76;F;Non;RTR;A;0;59;32000;Non;Non;760;GA;41;Non;Oui;41000;2;G;Non;0;6;1;3969
5026;2009;43;H;Oui;MED;D;1;26;33100;Oui;Non;582;GA;18;Oui;Non;14000;2;A;Oui;0;6;1;1819
5027;2009;85;H;Non;RTR;F;2;69;26000;Non;Non;633;MA;27;Oui;Non;34000;2;B;Non;0;6;1;3273
5028;2009;36;F;Non;ASS;F;0;20;23900;Non;Oui;636;ES;13;Non;Non;25000;1;A;Non;0;6;1;5637
5029;2009;18;H;Non;ETU;F;0;2;10000;Non;Non;576;SA;1;Oui;Non;24000;10;R;Non;0;6;1;3629
5030;2009;56;F;Oui;MAN;F;1;40;15200;Oui;Non;648;QC;24;Oui;Non;25000;2;R;Non;0;6;1;3647
5031;2009;28;F;Non;GOU;A;0;4;3700;Oui;Non;636;GA;2;Non;Non;27000;0;R;Oui;0;6;1;4950
5032;2009;32;F;Non;GOU;D;1;10;16300;Non;Non;744;GA;4;Oui;Non;12000;5;B;Non;0;6;1;1881
5033;2009;27;F;Non;AUT;A;2;8;2800;Oui;Non;781;MA;3;Non;Non;33000;2;R;Oui;0;6;1;4736
5034;2009;47;H;Non;MAN;A;2;31;41900;Oui;Non;560;ML;12;Oui;Non;25000;4;B;Oui;1;6;1;2810
5035;2009;35;H;Non;MAN;A;1;17;24400;Oui;Non;627;SA;16;Non;Non;25000;1;R;Non;0;5;1;2744
5036;2009;33;F;Oui;ASS;F;2;17;9400;Oui;Oui;787;SA;12;Oui;Non;24000;6;B;Non;0;0;1;4621
5037;2009;36;F;Oui;PRO;M;1;20;18700;Oui;Non;755;OU;17;Oui;Non;24000;6;R;Non;0;6;1;2583
5038;2009;34;F;Non;GOU;D;1;18;11000;Non;Non;696;ES;15;Non;Non;23000;11;G;Non;1;0;1;1776
5039;2009;16;H;Non;SNS;F;0;0;26300;Non;Non;682;QC;0;Oui;Non;26000;8;R;Non;0;1;1;4182
5040;2009;24;F;Non;ETU;F;0;8;30000;Oui;Non;519;SA;5;Non;Non;25000;10;N;Non;1;5;1;3799
5041;2009;50;H;Non;GOU;F;0;34;34900;Oui;Non;735;QC;25;Oui;Non;28000;2;G;Oui;0;2;1;2655
5042;2009;21;H;Oui;ETU;F;0;5;10600;Oui;Non;674;ES;3;Oui;Non;25000;10;B;Non;0;5;1;3313
5043;2009;25;H;Non;PRO;D;1;9;38500;Oui;Non;570;ML;4;Oui;Non;23000;9;R;Non;0;3;1;2146
5044;2009;45;F;Non;ASS;F;1;29;11700;Oui;Oui;604;ML;17;Oui;Non;29000;6;R;Non;0;6;1;4412
5045;2009;32;F;Oui;ETU;D;1;16;32800;Oui;Non;799;GA;7;Oui;Non;26000;12;A;Non;0;2;1;2842
5046;2009;36;F;Non;ASS;A;1;20;33200;Oui;Non;836;MA;15;Non;Non;26000;1;B;Oui;0;5;1;2796
5047;2009;16;F;Oui;ETU;A;0;0;10800;Non;Non;752;GA;0;Non;Non;29000;6;R;Non;0;6;1;3306
5048;2009;17;F;Non;ETU;F;0;1;12700;Oui;Non;775;GA;0;Oui;Non;21000;9;B;Non;0;6;1;2637
5049;2009;28;H;Non;MAN;D;1;12;23100;Oui;Non;759;SA;11;Oui;Oui;74000;2;R;Non;0;3;1;7949
5050;2009;74;F;Non;RTR;A;3;58;12200;Non;Non;603;SA;40;Oui;Oui;57000;3;G;Oui;0;6;1;7294
5051;2009;43;H;Non;ETU;F;1;27;30600;Oui;Non;603;GA;16;Oui;Non;20000;7;R;Non;0;6;1;1730
5052;2009;64;F;Non;MED;A;0;45;22800;Non;Non;588;SA;22;Non;Oui;61000;2;R;Oui;0;6;1;8965
5053;2009;35;H;Oui;MED;F;1;19;18900;Oui;Non;602;ML;10;Oui;Non;31000;1;A;Non;0;6;1;2072
5054;2009;42;H;Non;MAN;M;4;26;23000;Oui;Non;778;ML;16;Oui;Non;35000;3;G;Non;0;6;1;2096
5055;2009;58;H;Oui;AUT;M;0;40;24100;Oui;Oui;730;MA;26;Oui;Non;10000;10;B;Non;0;6;1;1826
5056;2009;54;F;Non;MED;F;0;38;10500;Oui;Non;680;QC;20;Oui;Non;41000;5;G;Oui;0;5;1;5499
5057;2009;50;H;Oui;PRO;A;2;34;2700;Non;Non;502;GA;22;Oui;Oui;59000;0;N;Non;0;6;1;6680
5058;2009;21;H;Oui;ETU;A;0;5;31200;Oui;Non;690;ML;2;Non;Non;30000;5;B;Non;0;5;1;2782
5059;2009;18;F;Non;ETU;A;0;2;30500;Non;Non;735;ML;1;Non;Oui;51000;1;N;Non;0;2;1;5348
5060;2009;27;F;Oui;GOU;F;1;11;37100;Oui;Non;518;GA;6;Non;Non;24000;1;R;Non;0;6;1;4321
5061;2009;49;F;Non;ASS;F;1;32;19700;Oui;Non;513;ES;14;Non;Non;22000;8;A;Non;0;6;1;2028
5062;2009;57;H;Oui;PRO;D;0;41;31800;Oui;Non;470;ML;26;Oui;Oui;43000;2;G;Oui;0;6;1;5607
5063;2009;17;H;Non;ETU;A;0;1;33400;Non;Non;628;ES;0;Non;Oui;50000;1;N;Oui;0;6;1;10479
5064;2009;36;H;Non;ASS;M;1;20;39700;Non;Oui;703;ML;8;Non;Non;12000;2;A;Non;0;6;1;1622
5065;2009;33;F;Oui;GOU;M;0;17;60800;Oui;Non;560;MA;11;Non;Non;27000;10;N;Non;0;6;1;3293
5066;2009;26;H;Non;ASS;A;0;7;26400;Oui;Oui;591;MA;6;Non;Oui;46000;2;R;Oui;0;6;1;19191
5067;2009;48;F;Oui;ASS;M;1;32;20200;Oui;Oui;611;GA;22;Oui;Non;37000;9;G;Non;1;6;1;8108
5068;2009;34;H;Non;ASS;A;1;18;27600;Oui;Non;743;SA;12;Non;Non;37000;0;B;Oui;0;6;1;3808
5069;2009;77;F;Oui;RTR;M;1;61;2900;Non;Non;712;QC;30;Oui;Non;10000;5;R;Non;0;6;1;898
5070;2009;19;F;Oui;ETU;F;1;3;29300;Oui;Non;647;GA;2;Non;Non;15000;11;G;Non;0;3;1;1903
5071;2009;36;H;Oui;ETU;A;1;20;10300;Oui;Non;673;ES;14;Non;Non;36000;11;G;Non;0;6;1;2558
5072;2009;58;F;Non;AUT;F;1;42;32800;Oui;Oui;551;GA;42;Oui;Non;19000;1;R;Oui;0;5;1;5602
5073;2009;17;F;Non;SNS;F;0;0;31300;Non;Non;999;OU;0;Oui;Non;24000;10;A;Non;1;3;1;1613
5074;2009;30;H;Oui;GOU;M;0;11;34100;Oui;Non;707;SA;7;Oui;Non;36000;2;B;Non;0;6;1;3993
5075;2009;53;H;Oui;RTR;F;0;37;22500;Non;Non;661;GA;25;Oui;Non;15000;1;G;Non;0;6;1;1240
